id,name,age,birth_date,height_cm,weight_kgs,overall_rating,potential,nationality,value_euro,wage_euro,position
1908,R. Bedoui,34,1990-01-19,187.96,77.1,68,69,Tunisia,825000.0,8000.0,CB
1910,Wang Shenchao,35,1989-02-08,154.94,72.1,68,68,China PR,675000.0,7000.0,RB
1920,A. Nabbout,32,1992-12-17,152.4,83.0,68,70,Australia,1100000.0,6000.0,ST
1922,J. Jantscher,35,1989-01-08,154.94,68.9,68,68,Austria,875000.0,9000.0,LM
1923,Zou Zheng,36,1988-02-07,152.4,69.9,68,68,China PR,650000.0,7000.0,LB
1925,Adão Salvadaldo,40,1984-02-29,175.26,68.9,68,68,Brazil,475000.0,7000.0,ST
1926,T. Perthel,35,1989-02-11,185.42,83.0,68,68,Germany,675000.0,6000.0,LB
1931,J. Angulo,26,1998-01-30,154.94,73.0,68,80,Mexico,1400000.0,6000.0,LB
1933,David Concha,28,1996-11-20,152.4,69.9,68,78,Spain,1500000.0,8000.0,RM
1935,A. Hughes,32,1992-06-05,190.5,81.2,68,70,Wales,875000.0,6000.0,LB
1936,Baraka,38,1986-07-21,154.94,83.0,68,68,Brazil,600000.0,6000.0,CDM
1937,V. Amiri,36,1988-04-02,154.94,74.8,68,68,Iran,850000.0,13000.0,LW
1940,K. Hyland,35,1989-06-05,182.88,79.8,68,68,Trinidad & Tobago,700000.0,10000.0,CDM
1941,M. Abdul Shafy,39,1985-07-01,170.18,71.2,68,68,Egypt,350000.0,13000.0,LB
1943,Y. Al Mosailem,40,1984-02-27,182.88,83.9,68,68,Saudi Arabia,375000.0,11000.0,GK
1946,B. Zolinski,32,1992-05-03,154.94,78.0,68,69,Germany,1100000.0,6000.0,ST
1947,M. Herrera,35,1989-04-03,182.88,81.2,68,68,Mexico,700000.0,11000.0,CB
1950,Freddy Cardouso,36,1988-02-29,172.72,69.9,68,68,Brazil,850000.0,7000.0,CAM
1955,W. Andrade,40,1984-12-01,190.5,86.2,68,68,Argentina,375000.0,6000.0,CB
1964,J. Dunne,27,1997-10-19,182.88,74.8,68,78,Republic of Ireland,1300000.0,12000.0,CB
1968,Sergio Gómez,24,2000-09-04,170.18,68.0,68,87,Spain,1800000.0,8000.0,CAM
1971,J. Payne,30,1994-10-25,165.1,59.9,68,73,England,1200000.0,15000.0,CAM
1975,S. Kurata,36,1988-11-26,172.72,68.0,68,68,Japan,875000.0,6000.0,LM
1977,J. Rodon,27,1997-10-22,193.04,76.2,68,77,Wales,1200000.0,7000.0,CB
1979,Marco Matias,35,1989-05-10,152.4,67.1,68,68,Portugal,875000.0,12000.0,RM
1982,Enzio Julião,40,1984-02-29,185.42,78.0,68,68,Brazil,475000.0,6000.0,ST
1983,P. Eze,32,1992-12-22,185.42,78.0,68,71,Nigeria,1100000.0,8000.0,ST
1984,Liu Binbin,31,1993-06-16,152.4,66.2,68,70,China PR,1100000.0,7000.0,RM
1991,Z. Yavru,33,1991-09-05,152.4,78.0,68,69,Turkey,850000.0,7000.0,RB
1992,Wu Xinghan,31,1993-02-24,182.88,73.9,68,69,China PR,1100000.0,7000.0,LM
1994,V. Dávila,27,1997-11-04,172.72,69.9,68,75,Chile,1300000.0,9000.0,ST
1998,H. Osorio,36,1988-06-24,152.4,78.0,68,68,Colombia,875000.0,7000.0,ST
2001,G. Kyei,29,1995-08-12,187.96,83.9,68,75,France,1300000.0,7000.0,ST
2002,N. Ben Khalifa,32,1992-01-13,185.42,78.9,68,69,Switzerland,1100000.0,7000.0,ST
2003,C. Martin,36,1988-11-04,185.42,73.0,68,68,Scotland,900000.0,19000.0,ST
2010,S. Fortès,32,1992-04-17,193.04,84.8,68,71,Cape Verde,925000.0,10000.0,CB
2012,N. Lomb,31,1993-07-28,187.96,83.9,68,72,Germany,825000.0,12000.0,GK
2019,Y. Mutō,36,1988-11-07,170.18,68.0,68,68,Japan,900000.0,6000.0,CF
2021,D. Holmes,30,1994-11-06,172.72,64.9,68,75,United States,1300000.0,14000.0,CAM
2023,A. Bell,30,1994-05-05,154.94,77.1,68,74,England,1000000.0,13000.0,LB
2025,M. Martínez,40,1984-01-19,187.96,88.9,68,68,Argentina,270000.0,6000.0,CB
2026,D. Poha,27,1997-05-28,172.72,72.1,68,75,France,1300000.0,9000.0,CM
2028,M. Moreno,30,1994-06-25,167.64,64.9,68,74,Argentina,1200000.0,7000.0,CM
2029,U. Sadiq,27,1997-02-02,193.04,79.8,68,77,Nigeria,1400000.0,17000.0,ST
2030,J. Prior,29,1995-08-08,187.96,86.2,68,72,France,825000.0,9000.0,GK
2033,T. De Sutter,39,1985-07-03,193.04,87.1,68,68,Belgium,725000.0,7000.0,ST
2035,E. Herrera,36,1988-07-25,187.96,86.2,68,68,Mexico,900000.0,22000.0,ST
2041,H. Akbunar,31,1993-11-09,167.64,60.8,68,71,Turkey,1100000.0,8000.0,RM
2043,L. Coulibaly,28,1996-04-10,175.26,67.1,68,77,Mali,1400000.0,8000.0,CM
2044,A. Al Bulayhi,35,1989-11-21,182.88,83.0,68,69,Saudi Arabia,825000.0,14000.0,CB
2045,O. Ovacıklı,36,1988-11-23,152.4,71.2,68,68,Turkey,675000.0,6000.0,RB
2049,S. Schipplock,36,1988-11-08,185.42,83.9,68,68,Germany,900000.0,7000.0,ST
2054,J. Jeggo,32,1992-02-12,152.4,71.2,68,71,Australia,925000.0,7000.0,CDM
2056,D. Petrucci,33,1991-10-05,182.88,76.2,68,71,Italy,925000.0,6000.0,CDM
2061,L. MacLeod,30,1994-06-16,175.26,72.1,68,72,Scotland,1100000.0,14000.0,CM
2070,M. Araz,30,1994-01-17,172.72,68.9,68,72,Switzerland,1200000.0,6000.0,CAM
2073,W. Kanga,26,1998-02-21,182.88,76.2,68,77,France,1400000.0,8000.0,ST
2074,S. Şahin-Radlinger,32,1992-11-07,195.58,83.0,68,72,Austria,825000.0,9000.0,GK
2075,L. Gassama,35,1989-10-20,154.94,73.9,68,68,Senegal,700000.0,9000.0,RB
2076,R. Rotman,35,1989-03-19,187.96,79.8,68,68,Slovenia,700000.0,7000.0,CDM
2077,Y. Baraye,32,1992-06-22,152.4,68.9,68,69,Senegal,1100000.0,17000.0,LW
2084,N. Dicko,32,1992-05-14,172.72,73.9,68,71,Mali,1100000.0,12000.0,ST
2089,Bai Jiajun,33,1991-03-20,165.1,64.9,68,69,China PR,825000.0,6000.0,LB
2100,E. Zejnullahu,30,1994-10-19,152.4,73.0,67,72,Kosovo,1000000.0,9000.0,CM
2102,J. Baxter,32,1992-02-07,175.26,73.9,67,68,England,900000.0,6000.0,CAM
2108,Tomás Nuninho,40,1984-02-29,187.96,83.0,67,67,Brazil,230000.0,6000.0,CDM
2112,J. Newell,31,1993-03-15,185.42,78.9,67,68,England,900000.0,11000.0,LM
2114,E. Eze,28,1996-09-26,185.42,79.8,67,78,Nigeria,1300000.0,6000.0,ST
2127,M. Asiri,38,1986-10-14,185.42,77.1,67,67,Saudi Arabia,675000.0,13000.0,ST
2129,E. Grezda,29,1995-04-15,182.88,77.1,67,74,Albania,1100000.0,15000.0,LW
2130,Welliton Helmes,36,1988-02-29,172.72,68.9,67,67,Brazil,725000.0,9000.0,CAM
2131,Ji Xiang,34,1990-03-01,185.42,78.0,67,67,China PR,600000.0,7000.0,RB
2133,A. Seydel,28,1996-02-07,198.12,89.8,67,76,Germany,1200000.0,9000.0,ST
2134,P. McShane,38,1986-01-06,182.88,81.2,67,67,Republic of Ireland,450000.0,10000.0,CB
2150,B. Edomwonyi,30,1994-07-24,182.88,77.1,67,74,Nigeria,1100000.0,6000.0,ST
2158,G. Munari,41,1983-06-24,190.5,83.9,67,67,Italy,325000.0,10000.0,CM
2165,M. Bravo,38,1986-09-19,167.64,72.1,67,67,Argentina,675000.0,6000.0,ST
2170,D. Zúñiga,28,1996-07-26,170.18,73.0,67,77,Chile,1100000.0,6000.0,LB
2180,M. Djuricin,32,1992-12-12,182.88,79.8,67,70,Austria,975000.0,6000.0,ST
2182,Chris Farminhão,40,1984-02-29,187.96,77.1,67,67,Brazil,230000.0,9000.0,CB
2183,H. Sacko,30,1994-03-24,182.88,82.1,67,71,Mali,1000000.0,12000.0,RM
2186,D. De Belder,32,1992-04-03,182.88,72.1,67,69,Belgium,925000.0,6000.0,ST
2190,C. Robertson,31,1993-09-05,187.96,76.2,67,70,Scotland,825000.0,9000.0,CB
2204,T. Pochettino,28,1996-02-01,152.4,71.2,67,75,Argentina,1100000.0,7000.0,CM
2207,A. Al Hafith,32,1992-12-25,185.42,77.1,67,72,Saudi Arabia,850000.0,11000.0,CB
2212,K. Agard,35,1989-10-10,175.26,67.1,67,67,England,800000.0,7000.0,ST
2214,J. Amoroso,36,1988-01-08,185.42,69.9,67,67,Argentina,725000.0,6000.0,RM
2215,Lu Wenjun,35,1989-03-11,185.42,71.2,67,67,China PR,750000.0,7000.0,ST
2216,K. Roos,32,1992-05-31,195.58,89.8,67,71,Netherlands,700000.0,10000.0,GK
2220,M. Awad,32,1992-07-06,182.88,63.0,67,68,Egypt,625000.0,6000.0,GK
2227,R. Oxford,26,1998-12-16,190.5,78.0,67,79,England,1200000.0,9000.0,CB
2230,A. Bencharki,30,1994-09-24,152.4,69.9,67,73,Morocco,1000000.0,11000.0,LM
2231,S. Jovanović,33,1991-12-15,175.26,74.8,67,67,Serbia,825000.0,10000.0,RM
2234,S. Raggett,30,1994-01-25,195.58,88.9,67,73,England,900000.0,8000.0,CB
2237,M. Lowe,27,1997-05-11,175.26,73.9,67,80,England,1300000.0,9000.0,LB
2246,A. El Kaabi,31,1993-06-25,182.88,74.8,67,70,Morocco,975000.0,6000.0,ST
2249,R. Salinas,38,1986-07-04,190.5,81.2,67,67,Argentina,675000.0,6000.0,ST
2251,Oriol Busquets,25,1999-06-20,185.42,77.1,67,82,Spain,1500000.0,14000.0,CDM
2256,F. Kadioglu,25,1999-10-07,172.72,64.0,67,79,Netherlands,1300000.0,9000.0,CAM
2258,R. Manaj,27,1997-02-24,182.88,76.2,67,78,Albania,1300000.0,14000.0,ST
2259,Gustavo Pastinho,32,1992-02-29,182.88,74.8,67,67,Brazil,825000.0,10000.0,ST
2265,F. Beijmo,26,1998-01-31,185.42,77.1,67,79,Sweden,1200000.0,6000.0,RB
2266,T. Paredes,31,1993-04-01,182.88,83.0,67,72,Paraguay,850000.0,6000.0,CB
2267,Venanzio Meirás,36,1988-02-29,182.88,77.1,67,67,Brazil,725000.0,6000.0,ST
2274,Claudio Silbeiro,40,1984-02-29,182.88,74.8,67,67,Brazil,400000.0,6000.0,ST
2276,Xande Silva,27,1997-03-16,152.4,68.0,67,75,Portugal,1100000.0,18000.0,ST
2278,V. Berisha,30,1994-04-13,175.26,71.2,67,70,Norway,975000.0,6000.0,LM
2284,T. Sana,35,1989-07-11,175.26,72.1,67,67,Sweden,800000.0,6000.0,ST
2288,Zhang Yuning,27,1997-01-05,182.88,68.9,67,73,China PR,1100000.0,9000.0,ST
2303,T. Petsos,33,1991-06-05,182.88,79.8,67,68,Greece,725000.0,8000.0,CDM
2306,S. Campo,29,1995-07-06,152.4,69.9,67,76,Switzerland,1200000.0,8000.0,CAM
2317,Y. Koné,29,1995-07-05,175.26,71.2,67,76,Mali,1000000.0,8000.0,LB
2336,N. Solís,30,1994-04-22,170.18,69.9,67,73,Argentina,1000000.0,7000.0,LM
2345,R. Arias,32,1992-07-27,154.94,83.9,67,68,Uruguay,750000.0,8000.0,CB
2352,T. Casasola,29,1995-08-11,187.96,83.9,67,75,Argentina,1100000.0,12000.0,RM
2354,A. Halliday,33,1991-10-18,172.72,67.1,67,68,Scotland,725000.0,15000.0,LB
2356,M. Polster,31,1993-06-08,182.88,77.1,67,72,United States,850000.0,14000.0,RB
2359,G. McCleary,37,1987-05-15,182.88,76.2,67,67,Jamaica,675000.0,11000.0,RM
2360,L. Camp,40,1984-08-22,182.88,73.9,67,67,Northern Ireland,375000.0,7000.0,GK
2365,D. Srbeny,30,1994-05-05,190.5,83.0,67,71,Germany,1000000.0,9000.0,ST
2368,S. Rapp,32,1992-10-01,193.04,81.2,67,70,Switzerland,975000.0,6000.0,ST
2372,A. Chermiti,37,1987-12-26,152.4,72.1,67,67,Tunisia,725000.0,8000.0,ST
2374,A. Fuchs,27,1997-01-05,182.88,73.9,67,76,Germany,1200000.0,6000.0,CM
2375,M. Bostwick,36,1988-05-17,193.04,88.9,67,67,England,575000.0,6000.0,CB
2376,L. Wing,29,1995-05-23,154.94,74.8,67,74,England,1100000.0,15000.0,CM
2387,S. Ahannach,29,1995-09-09,172.72,66.2,66,74,Netherlands,950000.0,11000.0,LM
2390,H. Çinemre,30,1994-02-13,182.88,77.1,66,73,Turkey,775000.0,6000.0,CB
2411,T. Chong,25,1999-12-04,182.88,69.9,66,85,Netherlands,1300000.0,15000.0,RW
2413,A. Jaakkola,37,1987-03-13,193.04,88.0,66,66,Finland,400000.0,7000.0,GK
2423,F. El Mellali,27,1997-05-05,167.64,59.9,66,74,Algeria,950000.0,6000.0,RW
2427,D. Cole,29,1995-05-10,185.42,73.0,66,72,England,900000.0,14000.0,ST
2437,M. Angha,30,1994-01-22,187.96,78.9,66,72,Switzerland,750000.0,7000.0,CB
2441,F. Del Sole,26,1998-01-17,152.4,68.0,66,76,Italy,1000000.0,19000.0,RW
2452,A. Pinamonti,25,1999-05-19,187.96,72.1,66,81,Italy,1400000.0,8000.0,ST
2462,S. Miangue,27,1997-02-05,193.04,81.2,66,74,Belgium,825000.0,6000.0,LB
2470,G. Lloris,29,1995-07-18,190.5,83.0,66,72,France,750000.0,7000.0,CB
2480,J. Jones,35,1989-02-18,190.5,91.2,66,66,England,425000.0,11000.0,GK
2503,Danilo Sacrio,32,1992-02-29,175.26,72.1,66,66,Brazil,700000.0,7000.0,ST
2517,D. Bachmann,30,1994-07-09,190.5,81.2,66,74,Austria,700000.0,8000.0,GK
2522,R. Yates,27,1997-11-21,190.5,77.1,66,79,England,1200000.0,10000.0,CM
2525,J. Wilson,29,1995-12-01,182.88,73.0,66,73,England,925000.0,25000.0,ST
2532,Raphael Doninho,36,1988-02-29,167.64,64.0,66,66,Brazil,600000.0,8000.0,CAM
2535,O. Bouy,31,1993-06-11,154.94,78.9,66,72,Netherlands,750000.0,10000.0,CB
2543,T. Adarabioyo,27,1997-09-24,195.58,79.8,66,76,England,925000.0,6000.0,CB
2562,G. Roberts,40,1984-03-18,152.4,73.9,66,66,England,325000.0,15000.0,LM
2568,J. Segura,27,1997-01-18,187.96,79.8,66,79,Colombia,1100000.0,9000.0,CB
2581,J. Espericueta,30,1994-08-09,152.4,77.1,66,72,Mexico,875000.0,12000.0,CM
2584,P. Kurzweg,30,1994-02-10,154.94,77.1,66,70,Germany,700000.0,7000.0,LB
2586,Jou Silva,37,1987-04-23,154.94,69.9,66,66,Brazil,575000.0,6000.0,LM
2588,D. Frattesi,25,1999-09-22,182.88,73.9,66,81,Italy,1300000.0,6000.0,CM
2599,J. Rothwell,29,1995-01-11,185.42,77.1,66,72,England,875000.0,10000.0,LM
2602,E. Nketiah,25,1999-05-30,175.26,69.9,66,85,England,1400000.0,13000.0,ST
2606,Arturo Molina,29,1995-08-16,182.88,74.8,66,74,Spain,950000.0,6000.0,CAM
2608,C. Lykogiannis,31,1993-10-22,185.42,78.0,66,71,Greece,725000.0,7000.0,LB
2612,T. Werner,39,1985-07-19,175.26,69.9,66,66,Germany,500000.0,9000.0,LM
2613,S. McQueen,29,1995-02-06,154.94,69.9,66,72,England,750000.0,10000.0,LB
2622,A. Donnarumma,34,1990-07-07,193.04,96.2,66,67,Italy,500000.0,15000.0,GK
2629,R. Gartler,39,1985-10-21,182.88,78.0,66,66,Austria,525000.0,6000.0,ST
2642,D. Rose,31,1993-12-10,172.72,72.1,66,69,England,825000.0,6000.0,ST
2647,Óscar Pinchi,28,1996-06-17,172.72,62.1,66,77,Spain,1100000.0,11000.0,LM
2650,L. Palmer,33,1991-09-19,187.96,81.2,66,66,Scotland,550000.0,8000.0,RB
2654,D. Anderson,29,1995-04-21,154.94,72.1,66,75,Netherlands,850000.0,9000.0,RB
2686,J. Haugaard,32,1992-05-01,198.12,87.1,65,70,Denmark,500000.0,8000.0,GK
2693,M. Naamani,34,1990-09-21,195.58,93.9,65,67,Algeria,525000.0,7000.0,CB
2712,H. Acosta,33,1991-11-24,152.4,76.2,65,65,Mexico,450000.0,6000.0,RB
2720,A. Stolz,41,1983-10-13,187.96,88.9,65,65,Germany,220000.0,6000.0,GK
2738,K. Hemmings,32,1992-04-08,185.42,78.0,65,66,England,650000.0,6000.0,ST
2741,F. Feuillassier,26,1998-05-12,172.72,68.9,65,80,Argentina,1200000.0,23000.0,LW
2747,L. Amos,27,1997-02-23,152.4,72.1,65,76,England,925000.0,13000.0,CM
2762,F. Beltrán,26,1998-05-08,165.1,66.2,65,75,Mexico,875000.0,7000.0,CM
2816,B. Saka,23,2001-09-05,152.4,69.9,65,86,England,1200000.0,9000.0,LW
2817,S. Al Jaman,31,1993-10-14,175.26,64.9,65,68,Saudi Arabia,675000.0,6000.0,LM
2833,N. Korzun,29,1995-03-06,175.26,68.0,65,75,Belarus,750000.0,6000.0,CDM
2841,J. Serrano,26,1998-02-13,154.94,64.9,65,78,France,925000.0,9000.0,LB
2850,M. Johnston,25,1999-04-19,175.26,66.2,65,80,Scotland,1200000.0,6000.0,LM
2862,J. Godínez,27,1997-01-21,182.88,78.9,65,74,Mexico,850000.0,8000.0,ST
2863,E. Iyoha,27,1997-10-11,190.5,86.2,65,77,Germany,975000.0,6000.0,ST
2900,E. Ampadu,24,2000-09-14,182.88,72.1,65,86,Wales,1100000.0,8000.0,CB
2913,A. Díaz,28,1996-01-27,175.26,72.1,65,72,Mexico,775000.0,13000.0,ST
2914,E. Ebanks-Landell,32,1992-12-16,187.96,88.0,65,66,England,525000.0,13000.0,CB
2919,Q. Maceiras,29,1995-10-10,154.94,74.8,65,74,Switzerland,700000.0,6000.0,RB
2943,R. Ruiz,38,1986-01-14,175.26,72.1,65,65,Mexico,300000.0,6000.0,RB
2945,L. de la Torre,26,1998-05-23,152.4,68.0,64,76,United States,800000.0,8000.0,CAM
2971,F. Aksoy,27,1997-11-06,187.96,78.0,64,75,Turkey,675000.0,6000.0,CB
2972,G. Diangana,26,1998-03-19,175.26,73.0,64,79,England,1000000.0,10000.0,RM
2994,G. Felicioli,27,1997-09-30,154.94,77.1,64,76,Italy,700000.0,10000.0,LB
3026,G. Middleton,25,1999-12-31,175.26,68.0,64,83,Scotland,925000.0,6000.0,LW
3052,T. Oakley-Boothe,24,2000-02-14,182.88,68.0,64,81,England,925000.0,7000.0,CM
3054,T. Pearce,26,1998-04-12,185.42,69.9,64,78,England,900000.0,6000.0,LB
3079,S. Wharton,27,1997-10-03,193.04,81.2,64,76,England,725000.0,6000.0,CB
3111,O. Skipp,24,2000-09-16,175.26,69.9,64,83,England,800000.0,6000.0,CDM
3112,S. Hughes,27,1997-04-15,187.96,79.8,64,75,England,675000.0,8000.0,CB
3129,C. Shaughnessy,28,1996-06-30,190.5,73.9,64,72,Republic of Ireland,575000.0,7000.0,CB
3143,Y. Hamza,34,1990-09-27,182.88,76.2,64,64,Saudi Arabia,375000.0,6000.0,CB
3147,B. Kara,31,1993-03-27,172.72,68.0,64,67,Turkey,575000.0,7000.0,RW
3165,M. Al Saiari,31,1993-05-02,182.88,79.8,64,66,Saudi Arabia,550000.0,7000.0,ST
3199,M. Güçlü,25,1999-04-02,182.88,69.9,64,82,Turkey,975000.0,8000.0,ST
3236,M. Hamzi,32,1992-01-17,172.72,60.8,63,63,Saudi Arabia,400000.0,6000.0,RM
3245,Ricardo Campos,24,2000-03-24,152.4,66.2,63,77,Portugal,750000.0,7000.0,RM
3290,M. Feeney,25,1999-02-08,190.5,77.1,63,79,England,725000.0,6000.0,CB
3296,O. Aydoğan,27,1997-02-04,175.26,67.1,63,68,Germany,500000.0,6000.0,CAM
3317,S. Bueno,26,1998-11-09,187.96,79.8,63,78,Uruguay,725000.0,8000.0,CB
3386,L. Walsh,27,1997-09-15,167.64,63.0,63,75,England,650000.0,6000.0,CM
3392,H. Al Juhayyim,37,1987-10-11,152.4,73.9,63,63,Saudi Arabia,350000.0,6000.0,ST
3415,J. Gaspar,27,1997-04-23,172.72,58.1,63,75,France,575000.0,7000.0,RB
3449,S. Essende,26,1998-01-23,193.04,87.1,63,72,France,575000.0,10000.0,ST
3508,R. Macek,27,1997-04-18,187.96,79.8,62,73,Czech Republic,525000.0,10000.0,CM
3548,A. Bakayoko,26,1998-01-06,152.4,68.9,62,75,France,575000.0,7000.0,RW
3560,M. Makasi,29,1995-09-22,154.94,72.1,62,69,England,425000.0,10000.0,CM
3614,Y. Fekir,27,1997-05-05,170.18,64.9,62,74,France,550000.0,7000.0,LW
3668,D. Wilson,27,1997-03-14,182.88,76.2,62,72,England,500000.0,8000.0,ST
3669,C. Ogilvie,28,1996-02-14,182.88,82.1,62,71,England,400000.0,9000.0,LB
3706,V. Gyökeres,26,1998-06-04,187.96,86.2,62,79,Sweden,675000.0,6000.0,ST
3721,R. Torres,28,1996-08-26,172.72,58.1,61,70,Mexico,375000.0,6000.0,CM
3728,C. Jones,23,2001-01-30,182.88,68.0,61,82,England,550000.0,7000.0,CM
3730,A. Edun,26,1998-05-14,170.18,74.8,61,75,England,550000.0,6000.0,CM
3781,C. Yüksel,26,1998-01-01,170.18,67.1,61,75,Turkey,550000.0,6000.0,CM
3800,I. Aguilar,27,1997-07-22,152.4,74.8,61,74,Mexico,425000.0,6000.0,CDM
3822,E. Fernández,32,1992-12-16,190.5,77.1,61,65,Mexico,230000.0,6000.0,GK
3824,A. Al Fiqi,32,1992-12-31,175.26,66.2,61,62,Saudi Arabia,300000.0,6000.0,RM
3825,Darío Poveda,27,1997-03-13,185.42,74.8,61,71,Spain,425000.0,6000.0,ST
3889,E. Cerna,26,1998-01-17,172.72,64.9,61,74,Mexico,475000.0,7000.0,LW
3890,M. Hewelt,28,1996-09-23,185.42,78.0,61,70,Poland,300000.0,6000.0,GK
3900,M. Taylor-Crossdale,25,1999-12-26,185.42,77.1,61,79,England,525000.0,8000.0,ST
3985,I. Łasicki,29,1995-06-26,182.88,69.9,60,67,Poland,250000.0,6000.0,CB
3995,L. Martis,29,1995-11-13,170.18,73.0,60,67,Curacao,290000.0,7000.0,LM
4094,G. McEachran,24,2000-08-30,172.72,64.9,59,81,England,350000.0,6000.0,CAM
4151,Paulo Alves,27,1997-12-25,175.26,72.1,59,70,Portugal,260000.0,6000.0,CM
4382,T. Dele-Bashiru,25,1999-09-17,152.4,68.0,57,76,England,210000.0,6000.0,CM
5308,L. Armstrong,28,1996-07-02,175.26,73.0,53,63,England,100000.0,6000.0,ST
5444,D. Grimshaw,26,1998-01-16,185.42,77.1,54,68,England,120000.0,6000.0,GK
5575,E. Adebayo,26,1998-01-07,193.04,88.9,55,66,England,150000.0,6000.0,ST
6052,S. Coly,26,1998-02-20,182.88,68.9,57,69,Senegal,190000.0,6000.0,ST
6137,D. Iliev,29,1995-02-25,195.58,87.1,57,64,FYR Macedonia,110000.0,7000.0,GK
6236,R. Loft,27,1997-09-14,190.5,73.0,57,69,England,190000.0,6000.0,ST
6273,J. Pask,27,1997-11-01,187.96,76.2,57,68,England,160000.0,6000.0,CB
6308,O. Afolayan,27,1997-09-11,154.94,69.9,57,69,England,190000.0,7000.0,ST
6510,N. Broadhead,26,1998-04-05,152.4,73.0,58,76,Wales,280000.0,8000.0,RW
6571,Pedro Gonçalves,26,1998-06-28,172.72,69.9,58,74,Portugal,280000.0,6000.0,CM
6956,R. Marín,26,1998-03-18,154.94,72.1,59,76,Mexico,350000.0,6000.0,ST
6997,V. Rodríguez,29,1995-04-14,162.56,64.0,60,67,Mexico,290000.0,7000.0,RM
7060,B. Garré,24,2000-07-11,170.18,63.0,60,78,Argentina,400000.0,7000.0,LW
7353,K. Scott,27,1997-12-22,172.72,59.9,60,74,United States,450000.0,9000.0,CM
7432,B. Adekanye,25,1999-02-14,170.18,62.1,60,78,Netherlands,450000.0,7000.0,RW
7480,C. Johnson,26,1998-03-10,187.96,78.0,61,74,England,425000.0,7000.0,CB
7481,C. Randall,29,1995-10-21,154.94,76.2,61,69,England,325000.0,11000.0,RB
7488,B. Gilmour,23,2001-06-11,172.72,68.0,61,84,Scotland,550000.0,7000.0,CM
7514,M. Butcher,27,1997-05-14,187.96,83.0,61,73,England,450000.0,7000.0,CM
7537,S. Harrison,27,1997-07-13,182.88,68.0,61,72,England,450000.0,10000.0,ST
7569,M. Willock,28,1996-08-20,185.42,72.1,61,70,England,375000.0,11000.0,CM
7639,A. Pattison,27,1997-09-06,175.26,69.9,61,70,England,375000.0,6000.0,CM
7701,Z. Dearnley,26,1998-09-28,175.26,66.2,61,76,England,550000.0,9000.0,RW
7720,E. Gutiérrez,28,1996-01-19,175.26,67.1,61,69,Mexico,325000.0,6000.0,RB
7740,M. Awoudja,26,1998-02-02,187.96,86.2,61,72,Germany,375000.0,6000.0,CB
7758,H. Charsley,28,1996-11-01,152.4,64.0,61,69,Republic of Ireland,375000.0,9000.0,LM
7766,A. López,27,1997-04-10,172.72,66.2,61,71,Mexico,400000.0,8000.0,LW
7767,M. Al Mania,28,1996-01-15,185.42,73.0,61,70,Saudi Arabia,400000.0,6000.0,ST
7792,I. Ugbo,26,1998-09-21,185.42,73.0,61,76,England,550000.0,8000.0,ST
7896,N. Phillips,27,1997-03-21,187.96,69.9,61,74,England,425000.0,9000.0,CB
7918,J. Sterry,29,1995-11-21,154.94,76.2,61,69,England,325000.0,6000.0,RB
7921,M. Foulds,26,1998-02-01,154.94,74.8,61,74,England,425000.0,8000.0,CB
7933,R. Durán,27,1997-08-20,185.42,71.2,61,73,Mexico,450000.0,6000.0,RM
8049,C. Humphreys-Grant,26,1998-08-22,187.96,79.8,62,77,England,600000.0,6000.0,CB
8059,K. Sterling,26,1998-11-09,154.94,66.2,62,75,England,575000.0,7000.0,ST
8074,I. Moreno,26,1998-01-17,167.64,60.8,62,72,Mexico,500000.0,7000.0,CAM
8141,L. Zidane,26,1998-05-13,182.88,77.1,62,71,France,350000.0,9000.0,GK
8152,J. Broh Tonye,27,1997-03-21,154.94,74.8,62,71,Italy,475000.0,6000.0,CM
8157,B. Gladwin,32,1992-06-08,185.42,86.2,62,64,England,350000.0,7000.0,CM
8186,J. Nuttall,27,1997-01-27,182.88,72.1,62,72,England,500000.0,6000.0,ST
8254,C. Whelan,26,1998-09-24,172.72,69.9,62,78,England,600000.0,6000.0,CDM
8272,L. O'Connor,24,2000-07-28,152.4,74.8,62,82,Republic of Ireland,525000.0,6000.0,LB
8283,R. Brewster,24,2000-04-01,175.26,74.8,62,84,England,700000.0,8000.0,ST
8301,N. Holland,26,1998-06-19,152.4,69.9,62,75,England,575000.0,8000.0,LM
8313,Rafael Camacho,24,2000-05-22,175.26,64.9,62,81,Portugal,625000.0,8000.0,LW
8353,D. Trichard,29,1995-03-27,175.26,69.9,62,69,France,425000.0,6000.0,LM
8373,U. Torres,26,1998-02-17,175.26,64.0,62,73,Mexico,450000.0,6000.0,LB
8386,J. Sinclair,28,1996-09-20,154.94,78.9,62,73,England,525000.0,7000.0,ST
8388,F. Nmecha,24,2000-10-10,185.42,69.9,62,82,England,600000.0,7000.0,CAM
8391,L. Hodson,33,1991-10-02,175.26,71.2,62,63,Northern Ireland,290000.0,7000.0,LB
8510,D. Agyei,27,1997-06-01,182.88,77.1,62,70,England,450000.0,7000.0,ST
8518,F. Hornby,25,1999-09-13,187.96,77.1,62,81,Scotland,625000.0,7000.0,ST
8564,R. Healey,30,1994-12-06,154.94,72.1,62,69,England,425000.0,7000.0,ST
8593,F. Chabrolle,26,1998-04-07,170.18,64.9,63,74,France,625000.0,6000.0,CAM
